vendor_name,year_month,monthly_spend
Invoice Date: 24-Oct-2005,2005-10-01,3.0
Address:4894 Melanie Pass Apt. 742,2005-10-01,0.0
INVOICE,2005-11-01,1045.0700000000002
TAX INVOICE,2005-11-01,512.46
tut Bryan,2005-11-01,411.83
"Parker, Phillips and Thomas",2005-11-01,394.85
fut-Bryan,2005-11-01,285.06
COMMERCIAL INVOICE,2005-11-01,52.22
=) UJ,2005-11-01,19.38
| LCO jj,2005-11-01,13.87
Robinson-Carson 62 96 e,2005-11-01,12.21
——,2005-11-01,5.0
SB Invoice Date: 17-Nov-2005,2005-11-01,4.56
"Parker, Phillips and Thomas",2005-12-01,308.3
TAX INVOICE,2005-12-01,103.9
INVOICE # 9YeMad-466,2005-12-01,62.26
S COMMERCIAL INVOICE,2005-12-01,49.24
COMMERCIAL INVOICE,2005-12-01,22.0
Bil to:Felicia Wise,2005-12-01,6.0
INVOICE A\,2005-12-01,6.0
INVOICE,2005-12-01,5.74
Date: 21-Dec-2005,2005-12-01,4.0
Jensen Group. INVOICE,2005-12-01,2.0
"Rogers, Olson and Sanders",2005-12-01,2.0
COMMERCIAL INVOICE ©,2005-12-01,1.0
co TAX INVOICE,2005-12-01,1.0
Invoice umber 854.991,2006-01-01,854.99
BSS,2006-01-01,402.5
INVOICE,2006-01-01,71.34
TAX INVOICE,2006-01-01,48.89
COMMERCIAL INVOICE,2006-01-01,11.0
INVOICE A\,2006-01-01,6.0
COMMERCIAL INVOICE A\,2006-01-01,4.0
=) a,2006-01-01,3.0
Ss Date: 04-Jan-2006,2006-01-01,1.0
Huft-Bryan,2006-02-01,489.64
INVOICE,2006-02-01,129.76999999999998
| LCO jj,2006-02-01,82.87
Buyer :Steven Stephens,2006-02-01,77.25
BIS.,2006-02-01,66.14
TAX INVOICE,2006-02-01,64.08
Yoder LLC,2006-02-01,52.96
=) a,2006-02-01,4.0
co TAX INVOICE,2006-02-01,3.5
COMMERCIAL INVOICE,2006-02-01,2.0
TAX INVOICE A\,2006-02-01,1.0
Address:4894 Melanie Pass Apt. 742,2006-02-01,0.0
Huft-Bryan,2006-03-01,1142.49
tut Bryan,2006-03-01,676.15
"Duran, Morgan andl Loper, COMMERCIAL INVOIC",2006-03-01,667.14
A Invoice Date: 03-Mar-2006,2006-03-01,195.85
TAX INVOICE,2006-03-01,79.62
COMMERCIAL INVOICE,2006-03-01,59.25
"Parker, Phillips and Thomas",2006-03-01,58.99
S COMMERCIAL INVOICE,2006-03-01,55.37
INVOICE 1D nNva4o16878,2006-03-01,6.0
INVOICE,2006-03-01,5.0
INVOICE # INVi10-31/056,2006-03-01,2.0
"Rogers, Olson and Sanders",2006-03-01,2.0
TAX INVOICE A\,2006-03-01,1.0
COMMERCIAL INVOICE,2006-04-01,528.92
TAX INVOICE,2006-04-01,237.20999999999998
INVOICE,2006-04-01,87.73
Bill to:Joseph Frederick,2006-04-01,37.75
"Parker, Phillips and Thomas",2006-04-01,24.06
INVOICE ID 9727-792,2006-04-01,12.75
Invoice number INV27368921,2006-04-01,3.0
"Rogers, Olson and Sanders",2006-04-01,1.0
INVOICE,2006-05-01,836.42
TAX INVOICE,2006-05-01,201.26
COMMERCIAL INVOICE,2006-05-01,86.8
Yoder Luc,2006-05-01,50.83
| LCO jj,2006-05-01,13.01
INVOICE Invoice number INV15671306,2006-05-01,3.0
Invoice number INVI97-47/840,2006-05-01,1.0
TAX INVOICE,2006-06-01,994.44
Huff-Bryan,2006-06-01,645.9
INVOICE,2006-06-01,611.06
INVOICE A\,2006-06-01,325.98
Ba.,2006-06-01,283.65
Yoder Luc,2006-06-01,67.94
y| LCO |,2006-06-01,55.56
co COMMERCIAL INVOICE,2006-06-01,55.43
285 Xavier Run,2006-06-01,39.94
COMMERCIAL INVOICE,2006-06-01,15.0
=) a,2006-06-01,1.0
Ss Date: 04-Jun-2006,2006-06-01,0.3
Address:4894 Melanie Pass Apt. 742,2006-06-01,0.0
COMMERCIAL INVOICE ©,2006-06-01,0.0
INVOICE,2006-07-01,765.3900000000001
Huff-Bryan,2006-07-01,650.39
INVOICE ©,2006-07-01,332.98
COMMERCIAL INVOICE,2006-07-01,197.54000000000002
TAX INVOICE,2006-07-01,51.23
TAX INVOICE ©,2006-07-01,47.99
Yoder Luc,2006-07-01,43.51
Buyer :Collin Bates,2006-07-01,39.15
Jensen Group. INVOICE,2006-07-01,4.0
"Rogers, Olson and Sanders",2006-07-01,4.0
COMMERCIAL INVOICE INVOICE ID 5Y8M2d-299,2006-07-01,2.0
Address:4894 Melanie Pass Apt. 742,2006-07-01,0.0
Huft-Bryan,2006-08-01,804.34
TAX INVOICE,2006-08-01,651.48
INVOICE,2006-08-01,215.04
INVOICE # 3Y7M60-773,2006-08-01,57.5
"""am NO",2006-08-01,28.95
COMMERCIAL INVOICE,2006-08-01,20.98
=) a,2006-08-01,4.0
Invoice Date: 22-Aug-2006,2006-08-01,2.0
INVOICE,2006-09-01,597.67
TAX INVOICE,2006-09-01,103.91
S TAX INVOICE,2006-09-01,79.83
COMMERCIAL INVOICE ©,2006-09-01,73.13
Yoder Luc,2006-09-01,66.19
"Parker, Philips and Thomas",2006-09-01,56.08
S COMMERCIAL INVOICE,2006-09-01,54.37
Buyer :Melissa Medaniel,2006-09-01,51.38
Sy Date: 25-Sep-2006,2006-09-01,36.19
COMMERCIAL INVOICE,2006-09-01,23.06
INVOICE 1D INVo4681978,2006-09-01,6.0
INVOICE 1D 1YeNt1¢-200,2006-09-01,5.0
INVOICE 1D 0845-822,2006-09-01,3.0
ss,2006-09-01,3.0
COMMERCIAL INVOICE INVOICE # INV52278483,2006-09-01,2.0
COMMERCIAL INVOICE Invoice number INV/36-24/659,2006-09-01,2.0
INVOICE,2006-10-01,1759.41
COMMERCIAL INVOICE,2006-10-01,781.08
SA Invoice Date: 08-Oct-2006,2006-10-01,550.96
ss,2006-10-01,106.44999999999999
Robinson-Carson 62 96 e,2006-10-01,50.0
TAX INVOICE,2006-10-01,8.0
LTA Invoice Date: 26-Oct-2006,2006-10-01,6.12
Invoice Date: 24-Oct-2006,2006-10-01,6.0
INVOICE # wNva6411672,2006-10-01,4.0
INVOICE #INVa9555456,2006-10-01,4.0
Invoice number INV17245072,2006-10-01,1.0
TAX INVOICE ©,2006-10-01,0.0
INVOICE,2006-11-01,1173.9
Ba.,2006-11-01,908.5300000000001
TAX INVOICE A\,2006-11-01,794.23
Invoice Date: 06-Nov-2006,2006-11-01,598.56
TAX INVOICE,2006-11-01,289.64
Yoder LLC,2006-11-01,86.73
Jensen Group. INVOICE,2006-11-01,78.16
| LCO jj,2006-11-01,63.01
Yoder Luc,2006-11-01,53.35
Robinson-Carson 62 96 e,2006-11-01,19.23
COMMERCIAL INVOICE,2006-11-01,11.26
"Parker, Phillips and Thomas",2006-11-01,6.91
"Rogers, Olson and Sanders",2006-11-01,5.0
=) a,2006-11-01,3.0
"COMMERCIAL INVOICE INVOICE ID INV/90-82/585,",2006-11-01,2.0
Address:4894 Melanie Pass Apt. 742,2006-12-01,213.24
TAX INVOICE,2006-12-01,124.74
COMMERCIAL INVOICE,2006-12-01,80.72
"""am NO",2006-12-01,54.2
Invoice Date: 06-Dec-2006,2006-12-01,5.0
Date: 13-Dec-2006,2006-12-01,3.0
COMMERCIAL INVOICE A\,2006-12-01,1.0
INVOICE,2006-12-01,1.0
ss,2006-12-01,1.0
"Duran, Morgan andl Loper, COMMERCIAL INVOIC",2007-01-01,535.63
INVOICE,2007-01-01,405.98
TAX INVOICE,2007-01-01,124.31
Address:4894 Melanie Pass Apt. 742,2007-01-01,83.65
Yoder Luc,2007-01-01,48.7
COMMERCIAL INVOICE,2007-01-01,12.99
"Parker, Phillips and Thomas",2007-01-01,10.71
"Rogers, Olson and Sanders",2007-01-01,5.0
TAX INVOICE A\,2007-01-01,1.0
A Invoice Date: 08-Feb-2007,2007-02-01,1162.34
Huff-Bryan,2007-02-01,434.28
INVOICE,2007-02-01,195.14999999999998
TAX INVOICE,2007-02-01,164.5
COMMERCIAL INVOICE,2007-02-01,120.03999999999999
INVOICE 10 6yaMod-o25,2007-02-01,97.72
Buyer :John Stewart,2007-02-01,77.33
ZEON,2007-02-01,24.98
=) a,2007-02-01,5.0
Invoice Date: 17-Feb-2007,2007-02-01,2.0
Invoice Date: 26-Feb-2007,2007-02-01,2.0
INVOICE,2007-03-01,1070.8600000000001
TAX INVOICE,2007-03-01,678.8000000000001
Sy Date: 13-Mar-2007,2007-03-01,432.96
TAX INVOICE ©,2007-03-01,89.15
COMMERCIAL INVOICE,2007-03-01,87.09
Yoder Luc,2007-03-01,37.45
COMMERCIAL INVOICE A\,2007-03-01,30.27
INVOICE LN |,2007-03-01,8.76
Invoice Date: 06-Mar-2007,2007-03-01,3.0
tut Bryan,2007-03-01,3.0
INVOICE # INVI17-201908,2007-03-01,2.28
"Rogers, Olson and Sanders",2007-03-01,1.0
Address:4894 Melanie Pass Apt. 742,2007-03-01,0.0
COMMERCIAL INVOICE,2007-04-01,593.6600000000001
SEB Invoice Date: 15-Apr-2007,2007-04-01,418.64
TAX INVOICE,2007-04-01,340.31
INVOICE,2007-04-01,180.68
Yoder Luc,2007-04-01,69.8
=) UJ,2007-04-01,52.88
Jensen Group. INVOICE,2007-04-01,34.1
INVOICE 10 INvir2-69121,2007-04-01,16.0
"Parker, Phillips and Thomas",2007-04-01,9.21
INVOICE # 5315-099,2007-04-01,2.0
co TAX INVOICE,2007-04-01,1.0
A Invoice Date: 01-May-2007,2007-05-01,1014.43
TAX INVOICE,2007-05-01,803.57
Date: 28-May-2007,2007-05-01,115.68
Bill to:Robert Combs,2007-05-01,12.33
"Graham, Carrio and Stark",2007-05-01,12.06
INVOICE,2007-05-01,5.0
INVOICE ©,2007-05-01,5.0
=) a,2007-05-01,4.0
COMMERCIAL INVOICE,2007-05-01,2.0
Invoice number INVI83-92/798,2007-05-01,1.0
Ba.,2007-06-01,731.62
S COMMERCIAL INVOICE,2007-06-01,173.34
Yoder Luc,2007-06-01,66.5
S TAX INVOICE,2007-06-01,51.32
co COMMERCIAL INVOICE,2007-06-01,40.9
"Rogers, Olson and Sanders",2007-06-01,32.2
INVOICE,2007-06-01,2.6
TAX INVOICE,2007-06-01,2.0
TAX INVOICE ©,2007-06-01,1.0
Address:4894 Melanie Pass Apt. 742,2007-07-01,70.13
Date: 20-Jul-2007,2007-07-01,6.0
COMMERCIAL INVOICE,2007-07-01,5.0
INVOICE INVOICE ID 3Y2Mgd-378,2007-07-01,5.0
TAX INVOICE,2007-07-01,4.98
INVOICE,2007-07-01,1.0
SB Invoice Date: 05-Aug-2007,2007-08-01,804.93
INVOICE,2007-08-01,131.85
Sinan andliapar TAX INVOICE,2007-08-01,113.61
"Duran, Morgan and Loper INVOICE",2007-08-01,74.35
COMMERCIAL INVOICE ©,2007-08-01,71.64
TAX INVOICE,2007-08-01,17.0
COMMERCIAL INVOICE,2007-08-01,6.87
INVOICE A\,2007-08-01,5.0
Jensen Group. INVOICE,2007-08-01,4.0
"Rogers, Olson and Sanders",2007-08-01,4.0
INVOICE INVOICE # 7Y9M8d-017,2007-08-01,3.0
——,2007-08-01,1.0
TAX INVOICE,2007-09-01,1378.26
Robinson-Carson 62 96 e,2007-09-01,97.07
Address:4894 Melanie Pass Apt. 742,2007-09-01,95.11
Bil to:Jordan Wiliams,2007-09-01,64.03
INVOICE,2007-09-01,63.75
S INVOICE,2007-09-01,60.8
58277 Angela Land Apt. 072,2007-09-01,42.52
ZEON,2007-09-01,35.14
INVOICE # ovMse-s16,2007-09-01,23.88
Invoice number INVI64-22/609,2007-09-01,6.0
"Rogers, Olson and Sanders",2007-09-01,6.0
COMMERCIAL INVOICE,2007-09-01,4.0
INVOICE # INViOo-04/614,2007-09-01,3.55
——,2007-09-01,1.0
Date: 25-Oct-2007,2007-10-01,673.78
INVOICE,2007-10-01,226.28
=) UJ,2007-10-01,98.0
Hutt Bryan,2007-10-01,28.18
TAX INVOICE,2007-10-01,20.2
COMMERCIAL INVOICE,2007-10-01,15.0
as,2007-10-01,5.0
INVOICE ID 4994-548,2007-10-01,4.0
Address:4894 Melanie Pass Apt. 742,2007-10-01,0.0
Ba.,2007-11-01,1038.58
INVOICE,2007-11-01,687.54
Hutt-Bryan,2007-11-01,272.61
Huft-Bryan,2007-11-01,173.08
"Parker, Phillips and Thomas",2007-11-01,77.45
=) UJ,2007-11-01,76.58
COMMERCIAL INVOICE,2007-11-01,76.2
ss,2007-11-01,63.83
S COMMERCIAL INVOICE,2007-11-01,47.73
Bill to:Rachel Davis,2007-11-01,44.17
TAX INVOICE,2007-11-01,11.0
"Graham, Carrio and Stark",2007-11-01,2.06
Yoder Luc,2007-11-01,1.0
COMMERCIAL INVOICE ©,2007-11-01,0.0
TAX INVOICE,2007-12-01,65.94
ss,2007-12-01,61.45
COMMERCIAL INVOICE,2007-12-01,50.87
S COMMERCIAL INVOICE,2007-12-01,44.4
Yoder Luc,2007-12-01,23.22
"Rogers, Olson and Sanders",2007-12-01,9.0
Invoice number 0102-723,2007-12-01,4.26
INVOICE 1D INVi08-851256,2007-12-01,3.13
as,2007-12-01,2.0
INVOICE,2007-12-01,1.0
INVOICE 1D INV72975926,2007-12-01,1.0
Address:4894 Melanie Pass Apt. 742,2007-12-01,0.0
Su Date: 03-Jan-2008,2008-01-01,1189.88
COMMERCIAL INVOICE,2008-01-01,960.94
TAX INVOICE,2008-01-01,620.35
White and Sons LAN,2008-01-01,562.56
INVOICE,2008-01-01,270.24
S COMMERCIAL INVOICE,2008-01-01,131.26
INVOICE A\,2008-01-01,117.18
TAX INVOICE ©,2008-01-01,61.98
S TAX INVOICE,2008-01-01,52.29
"Graham, Carrio and Stark",2008-01-01,21.06
=) a,2008-01-01,5.0
Invoice Date: 24-Jan-2008,2008-01-01,5.0
INVOICE # 7070-517,2008-01-01,2.0
INVOICE 1D INVi0s-88/633,2008-01-01,2.0
INVOICE 1D 6284-163,2008-01-01,1.22
TAX INVOICE A\,2008-01-01,1.0
co TAX INVOICE,2008-01-01,1.0
INVOICE ©,2008-01-01,0.0
INVOICE,2008-02-01,1450.45
TAX INVOICE,2008-02-01,1234.33
COMMERCIAL INVOICE EN,2008-02-01,1153.18
COMMERCIAL INVOICE,2008-02-01,734.55
=,2008-02-01,426.17
206 Ngee Springs Ar 644,2008-02-01,86.83
{01 Mara Overpass,2008-02-01,67.96
INVOICE # INV7325955,2008-02-01,9.87
INVOICE A\,2008-02-01,9.0
TAX INVOICE A\,2008-02-01,6.0
=) a,2008-02-01,5.0
Date: 07-Feb-2008,2008-02-01,5.0
co TAX INVOICE,2008-02-01,5.0
ss,2008-02-01,5.0
Address:4894 Melanie Pass Apt. 742,2008-02-01,0.0
INVOICE ©,2008-02-01,0.0
Ba.,2008-03-01,2092.23
=) UJ,2008-03-01,915.33
Date: 07-Mar-2008,2008-03-01,778.92
Hutt-Bryan,2008-03-01,483.37
COMMERCIAL INVOICE,2008-03-01,316.32
299 Willams Cove,2008-03-01,95.56
Buyer :Kathleen Bell,2008-03-01,87.7
"Parker, Phillips and Thomas",2008-03-01,83.01
INVOICE,2008-03-01,82.19
S INVOICE,2008-03-01,71.26
Buyer :Michael Potts,2008-03-01,40.93
Yoder Luc,2008-03-01,24.63
TAX INVOICE,2008-03-01,21.23
Invoice number INV25983751,2008-03-01,3.05
=) a,2008-03-01,3.0
INVOICE Invoice number 6Y3M4d-360,2008-03-01,3.0
"Rogers, Olson and Sanders",2008-03-01,3.0
co COMMERCIAL INVOICE,2008-03-01,3.0
INVOICE A\,2008-03-01,1.0
TAX INVOICE,2008-04-01,1679.3200000000002
fut-Bryan,2008-04-01,652.11
SA Invoice Date: 13-Apr-2008,2008-04-01,615.84
INVOICE,2008-04-01,565.25
SA Invoice Date: 05-Apr-2008,2008-04-01,406.47
Invoice Date: 01-Apr-2008,2008-04-01,193.98
S INVOICE,2008-04-01,138.10000000000002
8402 Daryl Centers,2008-04-01,68.31
COMMERCIAL INVOICE,2008-04-01,65.49
Ba.,2008-04-01,41.14
46968 Ronald Mall Suite 968,2008-04-01,39.71
Buyer :Frank Stark,2008-04-01,39.19
=) UJ,2008-04-01,33.65
Invoice number INVI63-87573,2008-04-01,3.02
INVOICE INVOICE ID INV87921002,2008-04-01,2.0
COMMERCIAL INVOICE A\,2008-04-01,1.0
Address:4894 Melanie Pass Apt. 742,2008-04-01,0.0
COMMERCIAL INVOICE ©,2008-04-01,0.0
Date: 19-Apr-2008,2008-04-01,0.0
INVOICE,2008-05-01,7717.64
COMMERCIAL INVOICE,2008-05-01,925.6899999999999
"Duran, Morgan andl Loper, COMMERCIAL INVOIC",2008-05-01,774.39
Huff-Bryan,2008-05-01,447.67
"Duran, Morgan and Loper TAX INVOICE",2008-05-01,192.08
BSS,2008-05-01,106.14
Yoder Luc,2008-05-01,97.44
Jensen Group. INVOICE,2008-05-01,89.46
Buyer Nancy Hale,2008-05-01,57.5
S INVOICE,2008-05-01,54.21
Ba.,2008-05-01,38.79
9382 Shaw Radial,2008-05-01,25.36
8389 Lyons Wall Sulte 224,2008-05-01,13.38
COMMERCIAL INVOICE Invoice number 0630-012,2008-05-01,5.0
Invoice number NvaB469540,2008-05-01,5.0
co COMMERCIAL INVOICE,2008-05-01,3.0
TAX INVOICE,2008-05-01,2.38
INVOICE ©,2008-05-01,0.0
COMMERCIAL INV,2008-06-01,904.69
Huff-Bryan,2008-06-01,466.79
COMMERCIAL INVOICE,2008-06-01,138.2
TAX INVOICE,2008-06-01,92.68
"Parker, Phillips and Thomas",2008-06-01,79.97
LS,2008-06-01,60.9
INVOICE,2008-06-01,40.11
Yoder Luc,2008-06-01,37.88
"Rogers, Olson and Sanders",2008-06-01,32.7
INVOICE # 8Y5M30.963,2008-06-01,30.96
COMMERCIAL INVOICE A\,2008-06-01,6.0
Date: 11-Jun-2008,2008-06-01,5.0
INVOICE # 3793-280,2008-06-01,4.0
INVOICE 1D By 1Mte-053,2008-06-01,4.0
Sy Date: 16-Jun-2008,2008-06-01,2.6
Date: 21-Jun-2008,2008-06-01,1.0
Address:4894 Melanie Pass Apt. 742,2008-06-01,0.0
COMMERCIAL INVOICE ©,2008-06-01,0.0
INVOICE,2008-07-01,1060.02
"Duran, Morgan andl Loper, COMMERCIAL INVOIC",2008-07-01,651.5
BSS,2008-07-01,620.29
COMMERCIAL INVOICE,2008-07-01,532.38
Huff-Bryan,2008-07-01,481.63
ZEON,2008-07-01,301.87
Hutt-Bryan,2008-07-01,300.78
TAX INVOICE,2008-07-01,250.83
"""am NO",2008-07-01,242.94
Invoice number INV/14-28/966,2008-07-01,190.22
"Parker, Phillips and Thomas",2008-07-01,69.15
Yoder Luc,2008-07-01,52.66
| LCO jj,2008-07-01,21.83
INVOICE 10 INv25735297,2008-07-01,20.59
co TAX INVOICE,2008-07-01,20.18
S INVOICE,2008-07-01,6.59
TAX INVOICE Invoice number INV/76-12/468,2008-07-01,6.0
Invoice number INnva9949058,2008-07-01,4.0
ss,2008-07-01,4.0
—,2008-07-01,4.0
Invoice Date: 14-Jul-2008,2008-07-01,3.0
INVOICE,2008-08-01,2967.21
BSS,2008-08-01,520.52
COMMERCIAL INVOICE,2008-08-01,423.5
INVOICE ©,2008-08-01,328.8
TAX INVOICE,2008-08-01,224.38
"Parker, Phillips and Thomas",2008-08-01,93.82
S INVOICE,2008-08-01,66.01
Yoder Luc,2008-08-01,51.97
S TAX INVOICE,2008-08-01,15.21
COMMERCIAL INVOICE Invoice number INV/89-73/753,2008-08-01,8.2
Buyer ‘Teresa Mays,2008-08-01,7.75
Date: 10-Aug-2008,2008-08-01,6.0
TAX INVOICE A\,2008-08-01,5.0
ss,2008-08-01,4.0
Invoice Date: 28-Aug-2008,2008-08-01,3.0
Invoice number INVE4802576,2008-08-01,2.0
TAX INVOICE Invoice number 3Y 1M1d-587,2008-08-01,1.0
TAX INVOICE ©,2008-08-01,0.0
Address:4894 Melanie Pass Apt. 742,2008-09-01,5740.0
COMMERCIAL INVOICE,2008-09-01,1941.8899999999999
Huff-Bryan,2008-09-01,995.53
INVOICE,2008-09-01,932.15
BSS,2008-09-01,361.17
"Duran, Morgan and Loper TAX INVOICE",2008-09-01,195.08999999999997
"Parker, Phillips and Thomas",2008-09-01,86.11
"Duran, Morgan and Loper INVOICE",2008-09-01,71.9
TAX INVOICE,2008-09-01,31.689999999999998
Yoder Luc,2008-09-01,29.05
"{ SF, Vo INVOICE",2008-09-01,8.92
INVOICE # 9v2med-229,2008-09-01,6.0
"Invoice Date: 13-Sep-2008,",2008-09-01,6.0
| LCO jj,2008-09-01,4.59
=,2008-09-01,1.0
Date: 09-Sep-2008,2008-09-01,1.0
INVOICE,2008-10-01,1057.23
COMMERCIAL INV,2008-10-01,615.73
INVOICE ©,2008-10-01,167.16
Huff-Bryan,2008-10-01,142.72
TAX INVOICE A\,2008-10-01,83.83
TAX INVOICE,2008-10-01,80.23
Yoder Luc,2008-10-01,60.58
=) UJ,2008-10-01,54.94
COMMERCIAL INVOICE,2008-10-01,41.849999999999994
"Parker, Phillips and Thomas",2008-10-01,14.56
Invoice number Nv35984238,2008-10-01,6.08
INVOICE A\,2008-10-01,5.0
ss,2008-10-01,5.0
Invoice number INVIS4-37/196,2008-10-01,4.0
TAX INVOICE INVOICE # 8115-719,2008-10-01,2.0
INVOICE,2008-11-01,1148.39
Ba.,2008-11-01,943.34
Huft-Bryan,2008-11-01,640.23
COMMERCIAL INVOICE,2008-11-01,266.19
Date: 08-Nov-2008,2008-11-01,240.45
"Parker, Phillips and Thomas",2008-11-01,73.53
Robinson-Carson 62 96 e,2008-11-01,71.11
Sy Date: 23-Nov-2008,2008-11-01,69.56
TAX INVOICE,2008-11-01,30.1
INVOICE,2008-12-01,756.03
COMMERCIAL INVOICE,2008-12-01,605.24
Yoder Luc,2008-12-01,90.5
TAX INVOICE ©,2008-12-01,90.12
| LCO jj,2008-12-01,61.41
S TAX INVOICE,2008-12-01,38.83
TAX INVOICE,2008-12-01,23.77
Jensen Group. INVOICE,2008-12-01,21.53
Invoice Date: 08-Dec-2008,2008-12-01,6.0
"Rogers, Olson and Sanders",2008-12-01,5.0
COMMERCIAL INVOICE ©,2008-12-01,0.0
INVOICE ©,2008-12-01,0.0
INVOICE,2009-01-01,1211.65
Huft-Bryan,2009-01-01,1114.0
TAX INVOICE LN |,2009-01-01,289.48
COMMERCIAL INVOICE,2009-01-01,195.67999999999998
"Parker, Phillips and Thomas",2009-01-01,188.6
SA invoice Date: 27-Jan-2009,2009-01-01,143.83
Robinson-Carson 62 96 e,2009-01-01,30.39
INVOICE # INVio2-991848,2009-01-01,24.05
"Rogers, Olson and Sanders",2009-01-01,23.82
_=,2009-01-01,6.0
TAX INVOICE Invoice number INV98004763,2009-01-01,2.0
Address:4894 Melanie Pass Apt. 742,2009-01-01,0.0
BSS,2009-02-01,683.24
TAX INVOICE,2009-02-01,485.26
ss,2009-02-01,40.91
43182 Daniel Turnpike,2009-02-01,39.18
COMMERCIAL INVOICE,2009-02-01,9.0
"Rogers, Olson and Sanders",2009-02-01,6.0
COMMERCIAL INVOICE A\,2009-02-01,5.0
=) a,2009-02-01,3.0
INVOICE,2009-03-01,2127.92
ZEON,2009-03-01,854.68
TAX INVOICE,2009-03-01,417.51
ss,2009-03-01,398.3
Date: 08-Mar-2009,2009-03-01,209.73
Yoder LLC,2009-03-01,37.68
COMMERCIAL INVOICE,2009-03-01,22.9
Robinson-Carson 62 96 e,2009-03-01,15.16
"""am NO",2009-03-01,10.11
=) a,2009-03-01,6.0
——,2009-03-01,4.0
"Rogers, Olson and Sanders",2009-03-01,1.0
COMMERCIAL INVOICE,2009-04-01,514.91
TAX INVOICE,2009-04-01,356.43
COMMERCIAL INVOICE ©,2009-04-01,70.86
TAX INVOICE ©,2009-04-01,58.46
"Parker, Phillips and Thomas",2009-04-01,13.26
Jensen Group. INVOICE,2009-04-01,4.0
Address:4894 Melanie Pass Apt. 742,2009-04-01,0.0
COMMERCIAL INVOICE,2009-05-01,330.43
Invoice Date: 11-May-2009,2009-05-01,181.86
TAX INVOICE,2009-05-01,91.54
Bill to:Angela Romero,2009-05-01,89.27
"Rogers, Olson and Sanders",2009-05-01,75.02
Yoder Luc,2009-05-01,45.0
Invoice number INVS1077416,2009-05-01,4.48
Jensen Group. INVOICE,2009-05-01,4.0
TAX INVOICE A\,2009-05-01,4.0
INVOICE ©,2009-05-01,0.0
ZEON,2009-06-01,606.23
Huft-Bryan,2009-06-01,367.91
INVOICE,2009-06-01,268.39
TAX INVOICE,2009-06-01,94.22
5637 Jessica Expressway Apt. 129,2009-06-01,91.54
S INVOICE,2009-06-01,88.64
"Parker, Phillips and Thomas",2009-06-01,68.08
Invoice number INV7S589553,2009-06-01,57.09
Yoder LLC,2009-06-01,17.51
COMMERCIAL INVOICE,2009-06-01,14.98
INVOICE # INVI35-931794,2009-06-01,6.0
co COMMERCIAL INVOICE,2009-06-01,4.9
=) a,2009-06-01,3.0
INVOICE ©,2009-06-01,0.0
=) UJ,2009-07-01,724.98
309 Rachel Trafficway Apt. 057,2009-07-01,44.19
INVOICE,2009-07-01,18.0
"""am NO",2009-07-01,13.72
TAX INVOICE,2009-07-01,6.52
Date: 25-Jul-2009,2009-07-01,4.0
Address:4894 Melanie Pass Apt. 742,2009-07-01,0.44
BSS,2009-08-01,1038.23
COMMERCIAL INVOICE,2009-08-01,611.3000000000001
=) UJ,2009-08-01,274.23
S COMMERCIAL INVOICE,2009-08-01,65.08
Buyer Linda Johnson,2009-08-01,62.5
ss,2009-08-01,38.12
"Rogers, Olson and Sanders",2009-08-01,23.96
INVOICE,2009-08-01,8.72
INVOICE INVOICE # INV/02-01/816,2009-08-01,6.0
TAX INVOICE,2009-08-01,5.0
=) a,2009-08-01,4.0
INVOICE # 9449-561,2009-08-01,4.0
INVOICE # INV55955846,2009-08-01,4.0
COMMERCIAL INVOICE ©,2009-08-01,0.0
TAX INVOICE,2009-09-01,669.8499999999999
Ba.,2009-09-01,653.68
ss,2009-09-01,332.97
Su Date: 26-Sep-2009,2009-09-01,118.08
| LCO jj,2009-09-01,85.04
BSS,2009-09-01,6.02
Date: 29-Sep-2009,2009-09-01,6.0
COMMERCIAL INVOICE,2009-09-01,5.0
INVOICE,2009-09-01,5.0
INVOICE 10 tYaMad-152,2009-09-01,5.0
BSS,2009-10-01,490.58
"Graham, Carrio and Stark",2009-10-01,481.96
"Duran, Morgan andl Loper, COMMERCIAL INVOIC",2009-10-01,168.3
INVOICE,2009-10-01,95.64
Jensen Group. INVOICE,2009-10-01,94.18
TAX INVOICE,2009-10-01,33.76
"Rogers, Olson and Sanders",2009-10-01,5.0
INVOICE INVOICE ID INV52295072,2009-10-01,3.0
Date: 17-Oct-2009,2009-10-01,2.0
INVOICE A\,2009-10-01,1.0
Address:4894 Melanie Pass Apt. 742,2009-10-01,0.0
Huff-Bryan,2009-11-01,1124.73
COMMERCIAL INVOICE,2009-11-01,687.82
Wy Date: 13-Nov-2009,2009-11-01,587.64
Huft-Bryan,2009-11-01,162.69
co COMMERCIAL INVOICE,2009-11-01,72.9
"Parker, Phillips and Thomas",2009-11-01,70.95
| LCO jj,2009-11-01,15.31
INVOICE,2009-11-01,6.0
Address:4894 Melanie Pass Apt. 742,2009-11-01,0.0
COMMERCIAL INVOICE ©,2009-11-01,0.0
Huft-Bryan,2009-12-01,431.22
SB Invoice Date: 09-Dec-2009,2009-12-01,228.12
COMMERCIAL INVOICE,2009-12-01,124.36
Address:4894 Melanie Pass Apt. 742,2009-12-01,108.72
=) UJ,2009-12-01,69.06
COMMERCIAL INVOICE A\,2009-12-01,15.05
TAX INVOICE,2009-12-01,5.0
INVOICE,2009-12-01,4.22
